Station,Date,Time,DO,BOD,pH,Nitrate,Ammonia,Turbidity,FecalColiform,Temperature,Conductivity,FlowRate,Phosphate
Allahabad,2019-03-17,00:00:00,8.19,3.36,6.92,4.71,0.48,3.8,167.34,29.33,247.67,2.55,1.07
Varanasi,2019-03-17,00:00:00,7.58,2.73,7.54,4.74,0.43,0.42,278.34,29.33,245.73,3.62,1.03
Patna,2019-03-17,00:00:00,8.19,3.04,7.35,3.89,0.38,4.52,129.95,29.33,270.0,4.18,1.36
Kolkata,2019-03-17,00:00:00,8.76,2.97,7.35,4.38,0.5,2.07,2.0,29.33,259.12,4.01,1.24
Gangotri,2019-03-18,00:00:00,7.91,3.97,7.27,5.17,0.57,1.04,2.0,29.33,210.99,4.01,1.04
Rishikesh,2019-03-18,00:00:00,7.79,3.41,8.24,4.45,0.75,1.29,290.08,29.33,262.78,4.18,0.76
Haridwar,2019-03-18,00:00:00,6.86,3.17,7.9,4.86,0.34,2.84,2.0,29.33,232.71,4.44,1.4
Kanpur,2019-03-18,00:00:00,7.77,3.35,7.49,4.01,0.29,2.81,2.0,29.33,258.06,4.38,0.9
Allahabad,2019-03-18,00:00:00,8.37,3.59,7.92,4.97,0.54,2.3,2.0,29.33,239.22,4.79,1.27
Varanasi,2019-03-18,00:00:00,9.01,3.64,7.62,4.57,0.59,7.36,385.07,29.33,240.22,4.11,0.91
Patna,2019-03-18,00:00:00,7.71,3.85,7.63,5.54,0.41,3.64,2.0,29.33,266.83,4.29,1.07
Kolkata,2019-03-18,00:00:00,9.69,3.74,7.42,4.8,0.44,3.08,524.04,29.33,246.72,4.0,1.11
Gangotri,2019-03-19,00:00:00,8.53,3.93,6.57,5.43,0.38,3.21,2.0,29.33,275.26,4.13,1.38
Rishikesh,2019-03-19,00:00:00,9.2,3.28,7.3,4.43,0.53,1.33,228.89,29.33,213.96,3.58,0.9
Haridwar,2019-03-19,00:00:00,9.68,3.11,7.51,3.98,0.34,3.03,60.73,29.33,245.63,3.65,0.71
Kanpur,2019-03-19,00:00:00,8.34,3.22,7.42,5.42,0.56,1.81,2.91,29.33,269.28,4.15,1.43
Allahabad,2019-03-19,00:00:00,7.73,3.64,7.01,5.26,0.35,5.63,2.0,29.33,296.0,3.55,1.05
Varanasi,2019-03-19,00:00:00,7.68,3.5,7.43,5.06,0.55,1.21,190.66,29.33,227.97,3.73,0.66
Patna,2019-03-19,00:00:00,9.0,3.81,7.72,4.66,0.58,3.49,385.65,29.33,277.62,4.27,0.93
Kolkata,2019-03-19,00:00:00,9.32,3.43,7.68,4.77,0.48,4.27,2.0,29.33,247.39,3.17,1.33
Gangotri,2019-03-20,00:00:00,8.23,3.64,7.87,5.89,0.47,2.1,283.68,29.33,262.26,3.88,0.91
Rishikesh,2019-03-20,00:00:00,8.94,3.54,7.56,4.65,0.54,3.76,56.79,29.33,282.03,4.98,0.69
Haridwar,2019-03-20,00:00:00,8.81,3.33,6.83,4.99,0.39,2.42,488.53,29.33,203.28,4.14,0.81
Kanpur,2019-03-20,00:00:00,8.23,2.83,7.49,4.93,0.54,3.72,409.68,29.33,263.3,4.23,0.94
Allahabad,2019-03-20,00:00:00,7.02,3.58,7.37,5.01,0.48,3.61,336.37,29.33,254.29,4.06,0.65
Varanasi,2019-03-20,00:00:00,8.17,3.8,7.0,5.28,0.59,4.36,248.4,29.33,289.17,3.9,0.63
Patna,2019-03-20,00:00:00,8.94,3.09,6.57,5.53,0.36,5.66,192.06,29.33,242.38,2.91,0.88
Kolkata,2019-03-20,00:00:00,9.67,3.73,6.61,5.18,0.41,4.92,282.3,29.33,219.8,3.4,1.2
Gangotri,2019-03-21,00:00:00,7.99,3.57,7.34,5.15,0.57,1.62,328.49,29.33,252.65,3.5,0.9
Rishikesh,2019-03-21,00:00:00,8.52,3.63,18.95,4.45,0.39,4.68,165.08,29.33,252.79,3.52,0.76
Haridwar,2019-03-21,00:00:00,8.87,3.09,8.2,5.01,0.52,3.97,90.57,29.33,246.42,4.15,1.21
Kanpur,2019-03-21,00:00:00,8.92,3.73,7.16,6.1,0.35,2.1,393.12,29.33,265.3,4.07,1.23
Allahabad,2019-03-21,00:00:00,8.85,3.83,7.27,5.51,0.36,2.69,4.64,29.33,218.45,4.29,0.78
Varanasi,2019-03-21,00:00:00,7.62,3.15,7.34,4.44,0.29,4.54,376.52,29.33,260.0,3.28,0.95
Patna,2019-03-21,00:00:00,8.68,2.96,7.65,4.34,0.62,3.19,2.0,29.33,260.98,3.25,0.66
Kolkata,2019-03-21,00:00:00,7.94,3.28,7.25,5.37,0.54,1.59,336.51,29.33,235.99,4.76,1.02
Gangotri,2019-03-22,00:00:00,7.68,2.92,8.2,4.35,0.54,5.84,268.43,29.33,199.69,3.52,0.75
Rishikesh,2019-03-22,00:00:00,7.98,3.66,6.94,5.42,0.5,3.38,375.94,29.33,286.39,5.11,1.03
Haridwar,2019-03-22,00:00:00,9.04,3.51,6.78,5.2,0.52,0.75,2.0,29.33,287.02,3.91,1.24
Kanpur,2019-03-22,00:00:00,7.91,3.98,7.8,4.67,0.57,0.52,2.0,29.33,206.87,3.01,0.96
Allahabad,2019-03-22,00:00:00,8.56,3.25,7.19,5.41,0.5,2.05,142.9,29.33,269.69,3.97,0.77
Varanasi,2019-03-22,00:00:00,8.39,3.08,7.14,4.27,0.49,3.35,92.46,29.33,262.3,4.01,0.47
Patna,2019-03-22,00:00:00,7.88,3.84,7.26,5.27,0.62,3.37,975.94,29.33,243.4,3.71,1.05
Kolkata,2019-03-22,00:00:00,8.43,3.27,18.77,5.63,0.3,4.18,282.49,29.33,211.8,3.36,1.03
Gangotri,2019-03-23,00:00:00,7.63,3.24,7.34,5.45,0.56,4.5,298.75,29.33,226.63,3.59,0.91
Rishikesh,2019-03-23,00:00:00,7.58,3.53,7.15,4.73,0.63,3.08,165.63,29.33,260.23,4.16,0.91
Haridwar,2019-03-23,00:00:00,7.18,3.0,7.46,4.1,0.52,3.51,556.08,29.33,210.66,3.47,1.05
Kanpur,2019-03-23,00:00:00,8.98,3.22,7.04,5.21,0.51,1.53,64.85,29.33,265.76,4.25,0.89
Allahabad,2019-03-23,00:00:00,7.6,3.63,7.05,5.0,0.5,1.86,538.59,29.33,270.88,4.01,0.98
Varanasi,2019-03-23,00:00:00,8.35,3.06,7.25,5.92,0.34,3.06,287.45,29.33,261.45,4.89,1.46
Patna,2019-03-23,00:00:00,8.33,3.03,7.59,4.14,0.59,2.27,311.0,29.33,228.69,4.0,0.89
Kolkata,2019-03-23,00:00:00,8.76,3.66,7.71,4.6,0.54,4.63,2.0,29.33,212.92,4.3,0.82
Gangotri,2019-03-24,00:00:00,9.21,4.08,7.09,5.06,0.56,5.34,256.81,29.33,267.2,3.71,1.18
Rishikesh,2019-03-24,00:00:00,8.42,2.95,7.29,4.56,0.59,4.56,2.0,29.33,228.46,3.26,1.13
Haridwar,2019-03-24,00:00:00,15.04,3.37,6.62,4.54,0.5,2.67,114.95,29.33,287.58,3.43,0.99
Kanpur,2019-03-24,00:00:00,7.4,4.2,6.97,5.56,0.41,3.16,113.16,29.33,257.37,4.85,1.19
Allahabad,2019-03-24,00:00:00,8.32,3.91,7.23,5.69,0.48,2.49,2.0,29.33,226.04,3.69,1.09
Varanasi,2019-03-24,00:00:00,8.81,3.47,7.08,4.69,0.43,4.14,393.98,29.33,261.22,3.99,1.62
Patna,2019-03-24,00:00:00,8.48,3.26,7.55,4.82,0.57,2.69,2.0,29.33,206.1,3.86,1.61
Kolkata,2019-03-24,00:00:00,8.11,3.42,7.84,4.74,0.4,6.91,58.19,29.33,238.85,3.29,0.93
Gangotri,2019-03-25,00:00:00,8.93,3.82,7.71,4.91,0.38,4.89,46.2,29.33,234.01,3.73,1.37
Rishikesh,2019-03-25,00:00:00,8.62,3.32,6.6,5.47,0.45,1.98,649.57,29.33,244.42,3.5,0.99
Haridwar,2019-03-25,00:00:00,8.74,3.54,6.77,5.35,0.73,3.6,445.49,29.33,250.45,4.29,0.99
Kanpur,2019-03-25,00:00:00,8.49,3.7,7.1,4.47,0.41,2.84,222.68,29.33,262.89,3.33,0.85
Allahabad,2019-03-25,00:00:00,8.49,3.24,7.48,5.28,0.6,4.82,2.0,29.33,241.26,3.7,0.92
Varanasi,2019-03-25,00:00:00,8.78,3.29,7.35,4.34,0.54,1.54,2.0,29.33,200.43,4.15,1.23
Patna,2019-03-25,00:00:00,10.31,3.13,7.74,5.08,0.45,2.0,364.43,29.33,219.09,4.17,0.76
Kolkata,2019-03-25,00:00:00,8.81,3.57,6.87,4.45,0.56,2.86,512.24,29.33,254.49,3.55,1.29
Gangotri,2019-03-26,00:00:00,8.6,3.64,7.34,4.86,0.48,2.25,50.19,29.33,246.59,4.16,0.73
Rishikesh,2019-03-26,00:00:00,9.16,3.52,7.16,4.8,0.45,1.84,369.99,29.33,278.47,4.96,0.77
Haridwar,2019-03-26,00:00:00,8.26,3.64,6.7,5.57,0.66,3.98,208.14,29.33,279.45,4.03,0.91
Kanpur,2019-03-26,00:00:00,7.65,3.07,7.85,4.95,0.22,4.17,518.88,29.33,205.48,4.49,0.63
Allahabad,2019-03-26,00:00:00,8.47,3.36,7.46,4.05,0.42,3.76,700.04,29.33,274.37,3.96,0.81
Varanasi,2019-03-26,00:00:00,7.82,3.12,8.03,5.47,0.65,1.98,473.61,29.33,241.41,3.89,1.24
Patna,2019-03-26,00:00:00,8.39,3.37,6.5,4.84,0.53,3.97,640.59,29.33,254.75,3.06,1.3
Kolkata,2019-03-26,00:00:00,8.06,3.49,8.01,5.09,0.59,0.75,33.53,29.33,240.98,3.73,1.22
Gangotri,2019-03-27,00:00:00,9.09,3.58,7.4,5.34,0.41,3.21,391.61,29.33,270.16,3.15,0.86
Rishikesh,2019-03-27,00:00:00,7.96,3.56,7.69,5.18,0.4,6.23,2.0,29.33,196.31,3.0,0.92
Haridwar,2019-03-27,00:00:00,7.36,3.47,7.2,6.01,0.55,1.89,265.2,29.33,256.49,3.31,0.77
Kanpur,2019-03-27,00:00:00,9.38,3.41,7.81,5.57,0.46,6.08,2.0,29.33,315.02,4.6,0.61
Allahabad,2019-03-27,00:00:00,8.39,3.2,7.43,4.42,0.4,1.92,146.39,29.33,223.51,3.96,1.24
Varanasi,2019-03-27,00:00:00,8.27,3.26,8.44,4.64,0.47,5.68,2.0,29.33,191.15,3.92,0.86
Patna,2019-03-27,00:00:00,7.82,4.01,7.29,5.34,0.49,1.93,737.16,29.33,272.0,4.48,1.22
Kolkata,2019-03-27,00:00:00,8.07,4.1,7.22,5.63,0.58,2.07,342.87,29.33,237.91,3.57,1.36
Gangotri,2019-03-28,00:00:00,8.84,3.09,7.86,4.39,0.64,4.44,84.95,29.33,213.79,3.56,1.18
Rishikesh,2019-03-28,00:00:00,8.69,3.1,6.56,4.4,0.5,2.51,38.8,29.33,210.01,4.55,1.73
Haridwar,2019-03-28,00:00:00,8.7,3.5,7.24,4.92,0.43,2.74,376.9,29.33,304.53,3.25,1.07
Kanpur,2019-03-28,00:00:00,8.06,3.7,7.75,5.34,0.46,6.0,131.0,29.33,252.42,4.18,1.03
Allahabad,2019-03-28,00:00:00,8.94,3.62,6.98,5.17,0.55,0.0,288.4,29.33,225.35,4.1,1.41
Varanasi,2019-03-28,00:00:00,8.84,3.41,8.25,4.73,0.57,0.13,228.39,29.33,256.48,3.39,0.88
Patna,2019-03-28,00:00:00,7.56,3.38,7.33,5.83,0.56,4.73,2.0,29.33,240.95,4.3,0.91
Kolkata,2019-03-28,00:00:00,7.87,3.42,7.44,4.61,0.53,2.4,145.3,29.33,253.22,4.76,1.37
Gangotri,2019-03-29,00:00:00,8.34,3.33,7.5,5.34,0.77,2.12,248.12,29.33,232.38,3.9,1.18
Rishikesh,2019-03-29,00:00:00,8.17,3.29,7.0,4.49,0.43,3.53,527.64,29.33,260.89,3.88,1.15
Haridwar,2019-03-29,00:00:00,8.84,4.06,7.59,4.89,0.52,2.24,48.32,29.33,184.43,3.16,0.57
Kanpur,2019-03-29,00:00:00,9.56,3.49,7.39,4.38,0.53,3.32,135.47,29.33,256.27,4.54,1.17
Allahabad,2019-03-29,00:00:00,8.72,3.6,7.24,5.37,0.78,1.41,2.0,29.33,275.03,3.92,1.27
Varanasi,2019-03-29,00:00:00,9.52,3.37,7.34,4.99,0.4,5.2,314.26,29.33,287.34,3.84,1.57
Patna,2019-03-29,00:00:00,8.46,3.65,7.94,4.88,0.36,2.16,89.53,29.33,292.82,4.5,1.05
Kolkata,2019-03-29,00:00:00,8.79,3.32,7.35,4.38,0.44,4.34,465.04,29.33,231.48,3.7,0.9
Gangotri,2019-03-30,00:00:00,7.3,3.14,7.55,5.13,0.42,1.57,599.65,29.33,273.18,4.5,0.84
Rishikesh,2019-03-30,00:00:00,7.87,3.71,7.01,4.43,0.52,1.83,283.69,29.33,261.34,3.67,0.89
Haridwar,2019-03-30,00:00:00,8.32,3.96,7.51,5.89,0.63,3.3,629.56,29.33,290.5,3.92,1.07
Kanpur,2019-03-30,00:00:00,7.75,3.57,7.7,4.54,0.52,2.84,2.0,29.33,294.54,4.05,0.92
Allahabad,2019-03-30,00:00:00,8.97,3.25,7.66,5.46,0.56,1.51,2.0,29.33,244.62,4.23,0.85
Varanasi,2019-03-30,00:00:00,8.52,3.73,7.32,6.03,0.47,4.87,345.87,29.33,230.68,3.91,1.39
Patna,2019-03-30,00:00:00,7.73,3.73,7.38,4.3,0.52,3.38,335.27,29.33,282.69,3.93,0.92
Kolkata,2019-03-30,00:00:00,8.67,4.17,7.46,5.43,0.29,4.11,244.92,29.33,264.2,4.24,0.85
Gangotri,2019-03-31,00:00:00,8.64,3.28,8.24,5.87,0.55,3.77,482.82,29.33,258.66,3.6,1.05
Rishikesh,2019-03-31,00:00:00,9.13,3.59,7.63,5.34,0.57,2.71,59.86,29.33,216.43,4.91,1.22
Haridwar,2019-03-31,00:00:00,7.84,3.68,8.02,5.26,0.48,4.28,4.43,29.33,268.98,3.27,1.01
Kanpur,2019-03-31,00:00:00,8.25,3.88,7.72,5.07,0.66,1.29,183.19,29.33,255.43,4.8,0.9
Allahabad,2019-03-31,00:00:00,9.06,3.71,7.62,5.48,0.47,1.21,357.21,29.33,214.25,4.02,1.53
Varanasi,2019-03-31,00:00:00,8.32,3.42,7.5,4.98,0.45,4.81,653.83,29.33,291.97,3.31,1.39
Patna,2019-03-31,00:00:00,7.49,3.61,8.07,4.43,0.4,3.89,101.23,29.33,259.47,4.97,1.01
Kolkata,2019-03-31,00:00:00,9.4,3.31,7.36,4.89,0.44,4.35,244.18,29.33,244.99,2.98,0.93
Gangotri,2019-04-01,00:00:00,8.82,2.54,7.48,4.33,0.41,4.07,100.03,30.0,253.65,4.09,0.71
Rishikesh,2019-04-01,00:00:00,9.17,3.26,6.81,3.87,0.62,0.42,208.85,30.0,204.27,3.4,0.89
Haridwar,2019-04-01,00:00:00,8.07,3.59,7.01,5.55,0.45,4.63,2.0,30.0,267.98,4.31,0.87
Kanpur,2019-04-01,00:00:00,8.0,3.18,8.07,5.0,0.59,1.37,179.06,30.0,264.46,4.25,1.07
Allahabad,2019-04-01,00:00:00,7.13,3.42,7.86,4.98,0.54,3.89,313.25,30.0,275.1,2.95,0.84
Varanasi,2019-04-01,00:00:00,8.9,3.56,7.53,5.37,0.3,2.64,241.41,30.0,241.2,4.4,0.9
Patna,2019-04-01,00:00:00,8.31,3.69,7.65,6.0,0.57,0.48,2.0,30.0,282.93,4.15,0.28
Kolkata,2019-04-01,00:00:00,8.22,3.96,7.78,4.93,0.44,4.29,174.03,30.0,284.21,4.24,1.29
Gangotri,2019-04-02,00:00:00,8.89,6.9,7.17,4.79,0.59,2.42,341.68,30.0,230.05,4.01,1.3
Rishikesh,2019-04-02,00:00:00,9.19,3.28,7.39,4.76,0.56,0.75,55.43,30.0,208.79,4.3,1.08
Haridwar,2019-04-02,00:00:00,9.19,3.44,6.82,5.49,0.69,2.78,457.95,30.0,197.79,4.37,0.85
Kanpur,2019-04-02,00:00:00,8.18,3.48,7.99,6.19,0.42,0.88,20.32,30.0,182.41,3.7,0.77
Allahabad,2019-04-02,00:00:00,9.52,3.36,7.54,4.69,0.52,2.35,269.46,30.0,275.26,3.18,0.72
Varanasi,2019-04-02,00:00:00,8.79,3.87,7.38,5.69,0.44,3.71,410.23,30.0,251.7,4.1,1.17
Patna,2019-04-02,00:00:00,9.44,3.86,7.49,4.8,0.29,4.62,2.0,30.0,229.78,3.28,0.89
Kolkata,2019-04-02,00:00:00,8.6,3.38,8.16,5.76,0.44,4.83,173.56,30.0,208.7,4.75,0.97
Gangotri,2019-04-03,00:00:00,8.52,2.94,7.77,4.52,0.39,4.22,676.96,30.0,253.91,3.53,1.19
Rishikesh,2019-04-03,00:00:00,9.0,4.1,7.54,4.9,0.54,5.08,2.0,30.0,251.77,3.93,1.28
Haridwar,2019-04-03,00:00:00,9.09,3.55,7.83,5.9,0.58,2.47,349.4,30.0,262.53,4.32,0.94
Kanpur,2019-04-03,00:00:00,7.26,3.17,7.19,4.53,0.46,5.2,256.37,30.0,269.75,3.7,1.11
Allahabad,2019-04-03,00:00:00,8.6,3.28,7.26,4.89,0.59,2.79,2.0,30.0,264.08,3.29,0.58
Varanasi,2019-04-03,00:00:00,8.33,3.34,7.48,4.78,0.53,1.43,153.36,30.0,248.75,3.62,0.82
Patna,2019-04-03,00:00:00,8.43,2.97,8.07,4.83,0.61,0.7,2.0,30.0,266.75,4.46,1.03
Kolkata,2019-04-03,00:00:00,7.93,3.21,7.46,5.89,0.65,3.46,135.78,30.0,201.01,3.7,1.13
Gangotri,2019-04-04,00:00:00,8.74,3.41,7.25,5.6,0.49,0.7,2.0,30.0,237.29,2.65,0.91
Rishikesh,2019-04-04,00:00:00,8.76,3.79,7.26,4.63,0.43,1.65,31.63,30.0,252.54,4.78,0.92
Haridwar,2019-04-04,00:00:00,8.47,3.25,7.73,5.53,0.38,3.51,754.59,30.0,265.76,4.05,1.33
Kanpur,2019-04-04,00:00:00,8.56,3.91,8.12,4.77,0.62,3.87,401.65,30.0,231.11,4.15,0.94
Allahabad,2019-04-04,00:00:00,9.14,4.15,7.45,5.18,0.5,2.96,77.38,30.0,232.79,3.77,1.2
Varanasi,2019-04-04,00:00:00,9.01,3.41,8.5,6.19,0.32,0.7,125.04,30.0,210.3,3.69,0.74
Patna,2019-04-04,00:00:00,9.31,3.41,6.86,4.58,0.63,1.11,2.0,30.0,226.64,4.42,1.07
Kolkata,2019-04-04,00:00:00,9.2,3.98,8.14,5.6,0.56,0.2,171.96,30.0,243.76,3.51,1.12
Gangotri,2019-04-05,00:00:00,9.63,3.64,6.72,6.21,0.59,3.45,55.85,30.0,526.97,3.48,0.56
Rishikesh,2019-04-05,00:00:00,8.32,2.99,7.47,4.79,0.43,3.41,212.52,30.0,297.53,4.67,1.09
Haridwar,2019-04-05,00:00:00,7.81,3.92,7.29,4.91,0.56,2.64,161.59,30.0,249.69,4.19,0.86
Kanpur,2019-04-05,00:00:00,8.55,4.26,7.65,4.64,0.47,5.3,2.0,30.0,323.8,4.17,0.77
Allahabad,2019-04-05,00:00:00,8.4,3.53,7.36,4.64,0.49,5.53,365.07,30.0,278.18,4.65,0.83
Varanasi,2019-04-05,00:00:00,7.16,3.65,7.62,5.15,0.57,1.43,298.41,30.0,266.78,3.71,0.91
Patna,2019-04-05,00:00:00,8.24,4.01,6.85,5.22,0.55,4.07,264.75,30.0,255.35,4.28,1.56
Kolkata,2019-04-05,00:00:00,8.59,3.8,7.81,5.25,0.61,1.82,184.99,30.0,257.54,4.23,0.8
Gangotri,2019-04-06,00:00:00,9.19,3.23,7.26,4.69,0.43,3.27,880.75,30.0,265.89,4.3,1.32
Rishikesh,2019-04-06,00:00:00,8.61,3.24,7.24,4.15,0.38,3.41,471.79,30.0,278.58,2.85,1.25
Haridwar,2019-04-06,00:00:00,8.9,4.08,7.52,5.32,0.37,0.0,347.32,30.0,299.47,3.98,0.95
Kanpur,2019-04-06,00:00:00,8.27,3.94,7.08,5.48,0.5,1.48,2.0,30.0,232.11,4.78,1.28
Allahabad,2019-04-06,00:00:00,8.56,3.03,6.93,5.36,0.58,4.66,214.03,30.0,253.29,3.37,0.54
Varanasi,2019-04-06,00:00:00,8.18,3.67,6.99,5.4,0.44,1.2,20.94,30.0,250.68,4.26,0.76
Patna,2019-04-06,00:00:00,9.69,3.62,6.53,4.96,0.54,2.53,2.0,30.0,246.18,3.44,1.01
Kolkata,2019-04-06,00:00:00,8.25,3.7,7.38,4.17,0.55,1.24,486.78,30.0,239.56,3.74,0.65
Gangotri,2019-04-07,00:00:00,8.64,3.26,8.06,3.97,0.46,2.74,251.3,30.0,268.1,3.82,1.13
Rishikesh,2019-04-07,00:00:00,8.41,3.34,6.73,4.43,0.53,3.64,309.11,30.0,279.74,4.28,1.44
Haridwar,2019-04-07,00:00:00,8.72,3.35,7.4,4.67,0.34,1.62,2.0,30.0,214.09,5.1,0.72
Kanpur,2019-04-07,00:00:00,8.65,3.72,6.93,4.94,0.39,0.43,2.0,30.0,228.79,4.65,1.31
Allahabad,2019-04-07,00:00:00,8.72,3.53,6.77,4.49,0.52,0.05,566.07,30.0,264.95,4.1,1.04
Varanasi,2019-04-07,00:00:00,22.31,3.99,7.32,5.18,0.42,4.52,137.3,30.0,211.66,3.71,1.24
Patna,2019-04-07,00:00:00,8.76,3.53,7.71,5.9,0.52,3.29,844.29,30.0,263.52,3.81,0.79
Kolkata,2019-04-07,00:00:00,8.62,3.7,8.08,5.23,0.36,3.6,233.9,30.0,260.09,7.59,0.56
Gangotri,2019-04-08,00:00:00,8.36,3.61,7.44,4.76,0.58,5.59,273.95,30.0,289.89,4.26,1.02
Rishikesh,2019-04-08,00:00:00,8.72,3.27,7.15,4.52,0.66,2.67,672.16,30.0,254.09,4.43,0.72
Haridwar,2019-04-08,00:00:00,7.81,3.34,7.69,4.83,0.56,0.99,285.71,30.0,242.26,4.19,1.07
Kanpur,2019-04-08,00:00:00,7.39,3.32,7.09,4.59,0.42,0.92,459.39,30.0,245.73,3.65,1.21
Allahabad,2019-04-08,00:00:00,9.34,3.19,8.38,4.13,0.49,4.14,177.31,30.0,261.43,4.4,0.94
Varanasi,2019-04-08,00:00:00,14.14,3.43,6.76,4.86,0.39,3.69,2.0,30.0,279.56,4.12,1.08
Patna,2019-04-08,00:00:00,8.29,3.62,7.57,5.11,0.66,4.9,2.0,30.0,252.51,3.65,0.84
Kolkata,2019-04-08,00:00:00,8.1,3.52,7.33,5.14,0.49,1.49,589.48,30.0,269.52,3.48,1.05
Gangotri,2019-04-09,00:00:00,8.5,3.68,7.44,5.04,0.52,7.07,635.6,30.0,241.12,3.53,0.95
Rishikesh,2019-04-09,00:00:00,8.8,4.03,7.87,4.56,0.56,1.8,252.03,30.0,257.61,4.85,1.2
Haridwar,2019-04-09,00:00:00,8.46,2.99,7.37,5.14,0.55,2.97,604.49,30.0,266.04,4.54,0.91
Kanpur,2019-04-09,00:00:00,8.55,3.65,7.2,5.39,0.52,1.59,2.0,30.0,209.07,4.33,0.93
Allahabad,2019-04-09,00:00:00,8.17,3.95,7.53,5.43,0.45,2.42,275.91,30.0,249.46,4.1,0.6
Varanasi,2019-04-09,00:00:00,7.89,3.08,7.56,4.48,0.55,5.12,628.31,30.0,284.61,3.87,0.64
Patna,2019-04-09,00:00:00,8.36,3.48,7.8,5.06,0.43,2.53,147.54,30.0,240.29,4.07,1.14
Kolkata,2019-04-09,00:00:00,8.5,3.46,7.56,5.1,0.5,7.41,42.52,30.0,240.34,9.33,0.79
Gangotri,2019-04-10,00:00:00,9.02,3.84,7.29,5.4,0.69,1.77,164.59,30.0,266.43,4.56,0.71
Rishikesh,2019-04-10,00:00:00,7.82,3.2,7.35,5.06,0.53,2.0,83.35,30.0,249.78,3.75,1.11
Haridwar,2019-04-10,00:00:00,8.31,3.6,7.46,5.3,0.45,2.74,394.48,30.0,249.73,4.38,1.11
Kanpur,2019-04-10,00:00:00,9.01,3.69,7.19,3.94,0.62,2.03,111.4,30.0,282.13,3.6,0.93
Allahabad,2019-04-10,00:00:00,10.02,3.52,7.95,5.2,0.43,1.24,294.9,30.0,269.22,3.88,0.72
Varanasi,2019-04-10,00:00:00,8.41,3.78,6.99,5.07,0.68,0.0,2.0,30.0,221.34,3.67,1.02
Patna,2019-04-10,00:00:00,7.9,3.85,7.01,5.26,0.43,3.41,389.52,30.0,288.23,3.24,1.08
Kolkata,2019-04-10,00:00:00,8.32,4.11,6.55,6.16,0.53,1.87,463.19,30.0,253.21,4.79,1.09
Gangotri,2019-04-11,00:00:00,9.0,3.64,7.16,5.17,0.41,4.54,78.95,30.0,240.26,3.92,0.58
Rishikesh,2019-04-11,00:00:00,7.22,3.35,6.95,5.29,0.6,4.86,98.08,30.0,230.85,2.96,1.14
Haridwar,2019-04-11,00:00:00,8.86,3.87,6.75,4.73,0.55,4.29,84.43,30.0,240.84,3.91,1.2
Kanpur,2019-04-11,00:00:00,7.63,3.04,7.11,4.44,0.43,2.28,499.75,30.0,240.4,4.3,0.73
Allahabad,2019-04-11,00:00:00,8.74,3.64,7.16,4.9,0.58,4.35,312.88,30.0,236.01,4.1,1.19
Varanasi,2019-04-11,00:00:00,7.97,3.69,6.6,5.46,0.51,1.98,795.16,30.0,220.02,4.93,1.13
Patna,2019-04-11,00:00:00,8.95,3.38,7.83,4.32,0.55,1.4,187.16,30.0,258.69,3.78,1.28
Kolkata,2019-04-11,00:00:00,9.48,3.45,7.7,5.29,0.5,3.25,369.1,30.0,299.22,4.52,0.88
Gangotri,2019-04-12,00:00:00,9.35,3.69,7.13,5.29,0.41,3.65,702.69,30.0,260.93,3.24,1.33
Rishikesh,2019-04-12,00:00:00,8.92,3.77,7.42,4.72,0.64,3.02,174.18,30.0,285.81,3.25,1.0
Haridwar,2019-04-12,00:00:00,8.88,3.57,8.03,5.17,0.46,3.46,471.81,30.0,278.02,3.72,1.25
Kanpur,2019-04-12,00:00:00,8.75,3.8,6.93,5.77,0.38,4.85,685.52,30.0,237.11,4.09,0.53
Allahabad,2019-04-12,00:00:00,8.15,3.67,7.54,5.56,0.4,2.93,278.48,30.0,250.81,3.67,0.54
Varanasi,2019-04-12,00:00:00,8.94,3.5,8.5,5.08,0.54,0.51,2.0,30.0,258.8,4.36,0.49
Patna,2019-04-12,00:00:00,8.58,3.53,7.63,4.96,0.61,1.46,508.5,30.0,248.46,4.0,0.98
Kolkata,2019-04-12,00:00:00,8.75,4.06,6.6,4.33,0.66,5.9,2.0,30.0,214.34,4.05,1.11
Gangotri,2019-04-13,00:00:00,9.12,3.44,8.23,5.23,0.48,3.1,387.09,30.0,225.62,3.78,1.06
Rishikesh,2019-04-13,00:00:00,6.86,3.05,7.73,3.77,0.4,3.42,477.69,30.0,245.9,4.09,0.5
Haridwar,2019-04-13,00:00:00,8.44,3.51,6.83,4.79,0.46,3.23,183.77,30.0,257.32,3.88,1.16
Kanpur,2019-04-13,00:00:00,8.84,3.74,7.98,5.11,0.41,5.07,183.25,30.0,271.82,4.13,0.9
Allahabad,2019-04-13,00:00:00,9.07,3.62,7.01,5.15,0.57,2.1,262.15,30.0,230.77,5.01,1.31
Varanasi,2019-04-13,00:00:00,9.33,3.6,7.84,4.76,0.35,4.19,69.27,30.0,262.36,3.96,1.02
Patna,2019-04-13,00:00:00,8.39,3.84,7.39,5.66,0.32,1.43,2.0,30.0,228.19,4.44,0.61
Kolkata,2019-04-13,00:00:00,8.59,2.66,7.06,4.43,0.49,2.56,436.22,30.0,242.99,4.05,0.94
Gangotri,2019-04-14,00:00:00,7.68,3.36,7.54,5.18,0.48,3.36,80.3,30.0,253.6,4.6,0.87
